detuning (MHz),p11+p22
-0.1407035175879402,0.9754933942088444
-0.10050251256281416,0.986108847816045
-0.06030150753768859,0.9946414906843812
-0.02010050251256302,0.999382741915634
0.020100502512562554,0.9993827419156276
0.06030150753768813,0.9946414906843952
0.1005025125628137,0.9861088478160454
0.14070351758793928,0.9754933942088447
0.18090452261306483,0.96492908965058
0.2211055276381904,0.9564849663497736
0.26130653266331644,0.9517876688156552
0.3015075376884416,0.9516935625572751
0.3417085427135676,0.9561314730333361
0.3819095477386927,0.964142102897745
0.42211055276381876,0.9740912064405411
0.4623115577889448,0.9840145978007119
0.5025125628140699,0.9920082772517493
0.5427135678391959,0.9965919849452584
0.582914572864321,0.9970017485499982
0.623115577889447,0.9932989040096496
0.6633165829145722,0.9863133534966183
0.7035175879396982,0.9774687210658715
0.7437185929648233,0.9684908414954396
0.7839195979899494,0.9610629307052326
0.8241206030150754,0.9564967603335084
0.8643216080402005,0.9555281752218585
0.9045226130653266,0.9581983951803112
0.9447236180904517,0.963876779816365
0.9849246231155777,0.9714101364839811
1.0251256281407028,0.9793557036851599
1.0653266331658289,0.9862559221575176
1.105527638190954,0.990901455692651
1.14572864321608,0.9925388764682047
1.185929648241206,0.9909899806843473
1.2261306532663312,0.9866613372341017
1.2663316582914572,0.980433812307365
1.3065326633165824,0.9734812149107371
1.3467336683417084,0.9670789527631451
1.3869346733668335,0.9623421913593487
1.4271356783919595,0.9600431378182782
1.4673366834170845,0.9604919600332158
1.5075376884422107,0.9635068790936192
1.5477386934673367,0.9684632196513859
1.5879396984924616,0.9744198164258207
1.6281407035175879,0.9802949060362214
1.6683417085427128,0.9850639929330537
1.7085427135678388,0.9879297491299124
1.748743718592964,0.9884588316623104
1.78894472361809,0.9866428058701795
1.8291457286432151,0.9828741523453828
1.8693467336683411,0.977873805417499
1.9095477386934672,0.9725483717984189
1.9497487437185923,0.9678364571807063
1.9899497487437183,0.9645363106778497
2.0301507537688437,0.9631639077911414
2.0703517587939695,0.9638932071841242
2.110552763819095,0.9665306751648359
2.1507537688442206,0.97056055492563
2.190954773869346,0.975245565356728
2.231155778894472,0.9797584393154597
2.271356783919598,0.9833287195904943
2.311557788944723,0.9853696453793535
2.351758793969849,0.9855751925919075
2.391959798994974,0.9839675297196147
2.4321608040201004,0.980870057112447
2.4723618090452253,0.9768550861876135
2.512562814070351,0.9726339563630715
2.5527638190954764,0.9689388995364463
2.5929648241206023,0.9663880256123549
2.6331658291457285,0.9653787742307252
2.6733668341708534,0.9660398692611036
2.7135678391959797,0.9682125603982341
2.7537688442211046,0.9714848555552638
2.793969849246231,0.9752689922929647
2.8341708542713557,0.9789060452006395
2.874371859296482,0.9817796662449677
2.914572864321607,0.9834190036652901
2.954773869346733,0.9835740747658498
2.994974874371859,0.9822532424897545
3.0351758793969843,0.9797276905771461
3.07537688442211,0.9764436010724393
3.1155778894472355,0.9729781557415247
3.1557788944723613,0.9699280297703279
3.1959798994974866,0.9678019327561076
3.2361809045226124,0.9669328388546401
3.276381909547738,0.9674369271452228
3.3165829145728636,0.9691965516631986
3.35678391959799,0.9718824181908586
3.3969849246231147,0.9750174607553124
3.437185929648241,0.9780591965754089
3.477386934673366,0.9804933674744315
3.517587939698492,0.9819199781536025
3.557788944723617,0.9821179968236513
3.5979899497487433,0.9810785636706892
3.6381909547738682,0.9790011598032515
3.6783919597989945,0.9762661636762424
3.7185929648241194,0.9733437585010823
3.7587939698492456,0.9707361852518723
3.7989949748743714,0.9688737664589676
3.839195979899497,0.9680533698049566
3.8793969849246226,0.968390714380856
3.919597989949748,0.9698040148930624
3.9597989949748738,0.9720313711180965
4.0,0.9746788770708474
